time_ms,cpu_used_percent,active_workers,queue_len,completed
23380,100,5,413,582
23390,100,5,413,582
23400,100,5,413,582
23410,100,5,413,582
23420,100,5,413,582
23430,100,5,413,582
23440,100,5,412,583
23450,100,5,412,583
23460,100,5,411,584
23470,100,5,411,584
23480,100,5,410,585
23490,100,5,410,585
23500,100,5,409,586
23510,100,5,409,586
23520,100,5,408,587
23530,100,5,408,587
23540,100,5,408,587
23550,100,5,408,587
23560,100,5,408,587
23570,100,5,408,587
23580,100,5,408,587
23590,100,5,408,587
23600,100,5,408,587
23610,100,5,408,587
23620,100,5,408,587
23630,100,5,408,587
23640,100,5,407,588
23650,100,5,407,588
23660,100,5,406,589
23670,100,5,406,589
23680,100,5,405,590
23690,100,5,405,590
23700,100,5,404,591
23710,100,5,404,591
23720,100,5,403,592
23730,100,5,403,592
23740,100,5,403,592
23750,100,5,403,592
23760,100,5,403,592
23770,100,5,403,592
23780,100,5,403,592
23790,100,5,403,592
23800,100,5,403,592
23810,100,5,403,592
23820,100,5,403,592
23830,100,5,403,592
23840,100,5,402,593
23850,100,5,402,593
23860,100,5,401,594
23870,100,5,401,594
23880,100,5,400,595
23890,100,5,400,595
23900,100,5,399,596
23910,100,5,399,596
23920,100,5,398,597
23930,100,5,398,597
23940,100,5,398,597
23950,100,5,398,597
23960,100,5,398,597
23970,100,5,398,597
23980,100,5,398,597
23990,100,5,398,597
24000,100,5,398,597
24010,100,5,398,597
24020,100,5,398,597
24030,100,5,398,597
24040,100,5,397,598
24050,100,5,397,598
24060,100,5,396,599
24070,100,5,396,599
24080,100,5,395,600
24090,100,5,395,600
24100,100,5,394,601
24110,100,5,394,601
24120,100,5,393,602
24130,100,5,393,602
24140,100,5,393,602
24150,100,5,393,602
24160,100,5,393,602
24170,100,5,393,602
24180,100,5,393,602
24190,100,5,393,602
24200,100,5,393,602
24210,100,5,393,602
24220,100,5,393,602
24230,100,5,393,602
24240,100,5,392,603
24250,100,5,392,603
24260,100,5,391,604
24270,100,5,391,604
24280,100,5,390,605
24290,100,5,390,605
24300,100,5,389,606
24310,100,5,389,606
24320,100,5,388,607
24330,100,5,388,607
24340,100,5,388,607
24350,100,5,388,607
24360,100,5,388,607
24370,100,5,388,607
24380,100,5,388,607
24390,100,5,388,607
24400,100,5,388,607
24410,100,5,388,607
24420,100,5,388,607
24430,100,5,388,607
24440,100,5,387,608
24450,100,5,387,608
24460,100,5,386,609
24470,100,5,386,609
24480,100,5,385,610
24490,100,5,385,610
24500,100,5,384,611
24510,100,5,384,611
24520,100,5,383,612
24530,100,5,383,612
24540,100,5,383,612
24550,100,5,383,612
24560,100,5,383,612
24570,100,5,383,612
24580,100,5,383,612
24590,100,5,383,612
24600,100,5,383,612
24610,100,5,383,612
24620,100,5,383,612
24630,100,5,383,612
24640,100,5,382,613
24650,100,5,382,613
24660,100,5,381,614
24670,100,5,381,614
24680,100,5,380,615
24690,100,5,380,615
24700,100,5,379,616
